InvoiceNo,InvoiceDate,CustomerID,Country,ProductID,ProductDescription,Quantity,UnitPrice,TotalAmount
INV343702,2024-08-04,CUST0392,Germany,P1012,Gaming Headset,1,53.89,53.89
INV215592,2024-07-06,CUST0370,India,P1001,Wireless Mouse,4,16.59,66.36
INV677831,2024-02-09,CUST0762,Canada,P1004,Desk Lamp,2,21.45,42.9
INV936851,2024-09-23,CUST0276,India,P1012,Gaming Headset,3,54.49,163.47
INV533769,2023-01-01,CUST0087,Australia,P1004,Desk Lamp,5,22.56,112.8
INV146709,2024-09-21,CUST0511,India,P1005,Office Chair,4,87.23,348.92
INV560514,2024-12-03,CUST0333,Canada,P1002,Bluetooth Speaker,5,34.48,172.4
INV534802,2024-10-30,CUST0590,Brazil,P1008,Water Bottle,3,11.74,35.22
INV971436,2024-06-02,CUST0155,India,P1013,Sticky Notes Pack,2,4.4,8.8
INV585159,2024-01-22,CUST0587,Canada,P1008,Water Bottle,2,11.07,22.14
INV884505,2023-07-26,CUST0090,Canada,P1013,Sticky Notes Pack,5,4.39,21.95
INV393907,2024-10-13,CUST0773,France,P1007,Yoga Mat,4,20.41,81.64
INV927666,2024-12-13,CUST0414,Australia,P1008,Water Bottle,5,10.96,54.8
INV939975,2024-07-28,CUST0457,Uk,P1004,Desk Lamp,5,22.05,110.25
INV277520,2024-12-06,CUST0158,Brazil,P1006,Coffee Mug,1,7.89,7.89
INV810184,2024-08-25,CUST0269,Brazil,P1012,Gaming Headset,3,53.43,160.29
INV375933,2024-08-08,CUST0758,Uk,P1010,Phone Case,5,9.53,47.65
INV312307,2024-06-08,CUST0745,France,P1004,Desk Lamp,3,21.22,63.66
INV217266,2024-10-28,CUST0597,France,P1007,Yoga Mat,2,19.13,38.26
INV438542,2024-03-01,CUST0357,Canada,P1001,Wireless Mouse,1,15.5,15.5
INV927747,2024-12-19,CUST0662,Australia,P1013,Sticky Notes Pack,1,4.06,4.06
INV629931,2024-09-05,CUST0486,Usa,P1011,Table Lamp,3,26.61,79.83
INV454810,2024-11-21,CUST0104,India,P1008,Water Bottle,4,12.02,48.08
INV538271,2024-09-10,CUST0152,Uk,P1001,Wireless Mouse,1,15.83,15.83
INV707029,2023-04-11,CUST0170,Uk,P1014,Running Shoes,5,62.16,310.8
INV371687,2023-09-17,CUST0646,Usa,P1006,Coffee Mug,2,8.24,16.48
INV143056,2024-12-30,CUST0580,France,P1003,Notebook Set,4,6.94,27.76
INV440549,2024-06-14,CUST0050,Canada,P1009,Backpack,4,45.88,183.52
INV858758,2023-12-06,CUST0474,Usa,P1012,Gaming Headset,5,52.51,262.55
INV936773,2024-04-08,CUST0051,Germany,P1013,Sticky Notes Pack,1,4.46,4.46
INV729861,2023-01-01,CUST0652,Uk,P1003,Notebook Set,3,6.64,19.92
INV687075,2024-09-21,CUST0348,Australia,P1004,Desk Lamp,5,22.41,112.05
INV999786,2024-10-26,CUST0325,India,P1004,Desk Lamp,3,21.66,64.98
INV842764,2024-10-26,CUST0299,Germany,P1005,Office Chair,5,86.84,434.2
INV501031,2024-11-03,CUST0349,France,P1006,Coffee Mug,3,8.64,25.92
INV434693,2024-11-05,CUST0545,Canada,P1005,Office Chair,4,85.71,342.84
INV803814,2024-10-11,CUST0153,India,P1014,Running Shoes,2,65.08,130.16
INV512925,2023-12-20,CUST0681,Germany,P1006,Coffee Mug,3,8.2,24.6
INV600339,2023-01-01,CUST0621,Usa,P1001,Wireless Mouse,5,16.79,83.95
INV923497,2024-12-02,CUST0798,Germany,P1008,Water Bottle,2,11.28,22.56
INV690257,2024-10-13,CUST0392,Germany,P1002,Bluetooth Speaker,4,34.78,139.12
INV504824,2023-03-31,CUST0400,Uk,P1014,Running Shoes,1,63.41,63.41
INV336079,2024-08-07,CUST0011,Usa,P1013,Sticky Notes Pack,2,4.11,8.22
INV470608,2023-07-17,CUST0730,Usa,P1011,Table Lamp,3,26.48,79.44
INV376583,2024-11-14,CUST0011,Usa,P1014,Running Shoes,4,67.59,270.36
INV606940,2024-08-31,CUST0681,Germany,P1001,Wireless Mouse,5,16.79,83.95
INV826062,2024-11-24,CUST0591,India,P1009,Backpack,5,44.96,224.8
INV390053,2024-11-17,CUST0589,Usa,P1011,Table Lamp,2,28.46,56.92
INV839520,2024-11-19,CUST0510,Usa,P1008,Water Bottle,4,11.94,47.76
INV481016,2024-09-20,CUST0475,Canada,P1003,Notebook Set,3,6.63,19.89
INV495240,2024-12-03,CUST0138,Australia,P1008,Water Bottle,3,10.99,32.97
INV572449,2024-06-20,CUST0514,India,P1008,Water Bottle,2,11.97,23.94
INV394966,2023-10-22,CUST0426,India,P1010,Phone Case,2,10.11,20.22
INV352551,2023-10-25,CUST0630,India,P1006,Coffee Mug,1,8.55,8.55
INV165910,2023-01-01,CUST0493,Canada,P1014,Running Shoes,3,67.55,202.65
INV357608,2024-07-01,CUST0514,India,P1010,Phone Case,5,9.94,49.7
INV379991,2024-12-26,CUST0190,Canada,P1010,Phone Case,2,9.92,19.84
INV312728,2024-09-21,CUST0082,Australia,P1002,Bluetooth Speaker,2,33.83,67.66
INV346403,2024-05-12,CUST0800,France,P1010,Phone Case,3,9.58,28.74
INV137742,2024-09-03,CUST0459,Canada,P1014,Running Shoes,2,64.38,128.76
INV594719,2023-03-23,CUST0678,Germany,P1002,Bluetooth Speaker,3,34.86,104.58
INV461919,2024-07-16,CUST0310,Usa,P1015,Winter Jacket,1,120.22,120.22
INV444621,2024-02-16,CUST0616,Canada,P1011,Table Lamp,5,28.87,144.35
INV871622,2024-12-20,CUST0273,India,P1004,Desk Lamp,4,21.41,85.64
INV872961,2024-11-28,CUST0174,India,P1009,Backpack,3,46.03,138.09
INV174464,2024-07-17,CUST0753,Canada,P1006,Coffee Mug,1,8.18,8.18
INV466252,2024-07-26,CUST0238,Germany,P1001,Wireless Mouse,4,16.55,66.2
INV368666,2024-11-25,CUST0679,Uk,P1008,Water Bottle,2,11.31,22.62
INV816480,2024-06-17,CUST0596,Australia,P1008,Water Bottle,3,11.25,33.75
INV803049,2024-03-10,CUST0267,Germany,P1013,Sticky Notes Pack,5,4.11,20.55
INV163013,2024-10-16,CUST0333,Canada,P1005,Office Chair,2,91.06,182.12
INV189259,2023-11-07,CUST0076,India,P1015,Winter Jacket,4,114.88,459.52
INV897742,2023-07-11,CUST0664,Uk,P1001,Wireless Mouse,2,16.5,33.0
INV117024,2024-08-31,CUST0239,Canada,P1014,Running Shoes,1,66.69,66.69
INV224456,2024-06-16,CUST0273,India,P1002,Bluetooth Speaker,5,33.28,166.4
INV109723,2024-05-26,CUST0762,Canada,P1004,Desk Lamp,1,21.38,21.38
INV515146,2024-12-16,CUST0240,France,P1004,Desk Lamp,5,21.31,106.55
INV322166,2024-07-10,CUST0712,France,P1012,Gaming Headset,2,55.13,110.26
INV980392,2023-09-25,CUST0498,Brazil,P1014,Running Shoes,1,67.48,67.48
INV143297,2024-07-08,CUST0374,Canada,P1008,Water Bottle,5,11.79,58.95
INV646959,2024-06-30,CUST0536,France,P1005,Office Chair,5,85.88,429.4
INV501521,2024-10-29,CUST0241,India,P1001,Wireless Mouse,5,15.82,79.1
INV380458,2023-09-12,CUST0063,Germany,P1001,Wireless Mouse,2,16.17,32.34
INV473812,2024-02-27,CUST0772,Australia,P1007,Yoga Mat,4,20.88,83.52
INV288219,2024-09-20,CUST0790,France,P1009,Backpack,2,45.93,91.86
INV979510,2024-11-24,CUST0014,Uk,P1011,Table Lamp,2,26.54,53.08
INV959850,2024-09-16,CUST0369,Uk,P1006,Coffee Mug,2,8.12,16.24
INV226991,2024-11-18,CUST0429,Germany,P1012,Gaming Headset,1,54.31,54.31
INV896671,2024-08-22,CUST0545,Canada,P1007,Yoga Mat,2,20.99,41.98
INV231117,2024-11-07,CUST0482,India,P1009,Backpack,3,43.13,129.39
INV436448,2024-05-02,CUST0781,Brazil,P1003,Notebook Set,4,6.52,26.08
INV916171,2024-08-19,CUST0587,Canada,P1005,Office Chair,4,93.25,373.0
INV710836,2024-08-08,CUST0092,Australia,P1002,Bluetooth Speaker,1,35.06,35.06
INV218083,2024-05-04,CUST0646,Usa,P1006,Coffee Mug,2,7.94,15.88
INV100071,2024-10-04,CUST0468,France,P1011,Table Lamp,2,26.35,52.7
INV595720,2024-10-01,CUST0651,Brazil,P1014,Running Shoes,2,67.1,134.2
INV249325,2024-11-02,CUST0357,Canada,P1004,Desk Lamp,2,21.53,43.06
INV390628,2023-01-01,CUST0625,Australia,P1012,Gaming Headset,3,55.44,166.32
INV422156,2024-07-14,CUST0575,India,P1013,Sticky Notes Pack,5,4.24,21.2
INV393845,2024-08-25,CUST0652,Uk,P1002,Bluetooth Speaker,1,33.58,33.58
INV726169,2024-12-12,CUST0796,Australia,P1008,Water Bottle,3,11.94,35.82
INV984964,2024-09-05,CUST0100,Usa,P1007,Yoga Mat,4,20.14,80.56
INV862151,2024-11-11,CUST0152,Uk,P1005,Office Chair,2,93.85,187.7
INV111227,2024-02-17,CUST0505,Uk,P1009,Backpack,4,44.06,176.24
INV600265,2024-09-18,CUST0611,India,P1005,Office Chair,3,92.26,276.78
INV852735,2024-06-15,CUST0250,Uk,P1015,Winter Jacket,4,114.49,457.96
INV782017,2024-08-11,CUST0281,Canada,P1007,Yoga Mat,4,20.69,82.76
INV747704,2024-05-22,CUST0371,Australia,P1015,Winter Jacket,3,117.44,352.32
INV333727,2023-02-06,CUST0130,Germany,P1003,Notebook Set,1,6.78,6.78
INV472124,2023-12-16,CUST0213,Australia,P1003,Notebook Set,2,6.9,13.8
INV502274,2024-11-20,CUST0546,Australia,P1005,Office Chair,1,92.3,92.3
INV691536,2024-07-05,CUST0418,Brazil,P1014,Running Shoes,5,62.44,312.2
INV701633,2024-06-16,CUST0685,Germany,P1006,Coffee Mug,5,8.37,41.85
INV577945,2024-01-25,CUST0757,Usa,P1008,Water Bottle,3,11.11,33.33
INV215815,2023-01-01,CUST0389,Uk,P1007,Yoga Mat,4,19.14,76.56
INV898097,2024-09-29,CUST0340,India,P1009,Backpack,5,43.76,218.8
INV861394,2024-10-23,CUST0256,France,P1014,Running Shoes,4,66.19,264.76
INV874664,2024-12-07,CUST0084,Germany,P1005,Office Chair,5,88.08,440.4
INV244261,2024-03-19,CUST0203,Australia,P1014,Running Shoes,3,67.56,202.68
INV518461,2024-11-15,CUST0047,Brazil,P1013,Sticky Notes Pack,5,4.37,21.85
INV897677,2024-12-21,CUST0710,India,P1009,Backpack,2,43.26,86.52
INV622555,2023-12-20,CUST0641,Australia,P1014,Running Shoes,1,65.71,65.71
INV275704,2024-04-10,CUST0400,Uk,P1002,Bluetooth Speaker,1,33.87,33.87
INV729255,2024-07-29,CUST0027,Usa,P1014,Running Shoes,4,68.04,272.16
INV564084,2024-11-24,CUST0348,Australia,P1006,Coffee Mug,2,8.24,16.48
INV101552,2023-02-16,CUST0692,Canada,P1005,Office Chair,3,90.58,271.74
INV215742,2024-12-06,CUST0075,Canada,P1002,Bluetooth Speaker,4,33.41,133.64
INV291590,2023-01-01,CUST0289,France,P1011,Table Lamp,5,26.32,131.6
INV557013,2023-12-24,CUST0498,Brazil,P1014,Running Shoes,4,64.84,259.36
INV280915,2023-11-22,CUST0717,Brazil,P1010,Phone Case,3,10.4,31.2
INV611868,2024-06-03,CUST0752,India,P1011,Table Lamp,3,28.43,85.29
INV987933,2024-06-24,CUST0546,Australia,P1014,Running Shoes,5,61.88,309.4
INV707933,2023-01-01,CUST0096,Uk,P1001,Wireless Mouse,5,15.35,76.75
INV434665,2024-07-23,CUST0157,Australia,P1004,Desk Lamp,5,22.38,111.9
INV597500,2023-01-01,CUST0670,Brazil,P1011,Table Lamp,3,27.03,81.09
INV323680,2023-08-02,CUST0227,Canada,P1013,Sticky Notes Pack,1,4.22,4.22
INV556124,2024-11-20,CUST0149,Brazil,P1011,Table Lamp,2,28.12,56.24
INV599053,2024-08-15,CUST0315,Germany,P1006,Coffee Mug,5,8.5,42.5
INV730180,2024-09-27,CUST0635,France,P1013,Sticky Notes Pack,2,4.2,8.4
INV244321,2024-11-09,CUST0657,Uk,P1014,Running Shoes,2,65.19,130.38
INV887856,2024-11-24,CUST0091,Brazil,P1006,Coffee Mug,1,8.05,8.05
INV178888,2024-01-15,CUST0663,Australia,P1005,Office Chair,2,86.54,173.08
INV380181,2024-11-13,CUST0069,Canada,P1012,Gaming Headset,5,57.53,287.65
INV307456,2024-12-02,CUST0691,Germany,P1014,Running Shoes,1,62.99,62.99
INV162572,2024-08-02,CUST0001,Germany,P1006,Coffee Mug,2,8.14,16.28
INV675441,2024-11-06,CUST0556,Brazil,P1007,Yoga Mat,5,20.1,100.5
INV864790,2023-11-13,CUST0500,Brazil,P1005,Office Chair,4,89.42,357.68
INV624313,2023-03-26,CUST0153,India,P1010,Phone Case,3,9.89,29.67
INV972887,2023-01-01,CUST0661,India,P1011,Table Lamp,4,27.27,109.08
INV729040,2024-11-14,CUST0522,Germany,P1004,Desk Lamp,5,22.36,111.8
INV606398,2024-10-10,CUST0026,Canada,P1012,Gaming Headset,2,56.55,113.1
INV795040,2024-11-10,CUST0219,Canada,P1011,Table Lamp,1,27.07,27.07
INV639947,2024-01-01,CUST0265,India,P1013,Sticky Notes Pack,3,4.21,12.63
INV564836,2024-01-23,CUST0577,Uk,P1014,Running Shoes,4,62.37,249.48
INV846340,2024-12-25,CUST0273,India,P1006,Coffee Mug,2,8.3,16.6
INV553747,2024-07-21,CUST0599,Usa,P1007,Yoga Mat,2,19.85,39.7
INV748385,2024-02-07,CUST0778,Uk,P1007,Yoga Mat,2,19.6,39.2
INV963118,2024-04-21,CUST0266,Australia,P1010,Phone Case,2,10.42,20.84
INV970893,2024-08-26,CUST0345,France,P1015,Winter Jacket,1,118.88,118.88
INV769592,2024-07-26,CUST0013,Australia,P1014,Running Shoes,5,63.07,315.35
INV350256,2024-12-02,CUST0407,Australia,P1011,Table Lamp,1,28.11,28.11
INV480228,2023-07-12,CUST0631,France,P1003,Notebook Set,3,6.56,19.68
INV384124,2024-03-23,CUST0121,Canada,P1008,Water Bottle,2,12.04,24.08
INV188279,2024-04-01,CUST0613,Canada,P1008,Water Bottle,4,11.28,45.12
INV728616,2024-08-08,CUST0635,France,P1013,Sticky Notes Pack,3,4.27,12.81
INV728616,2024-08-08,CUST0635,France,P1008,Water Bottle,2,10.95,21.9
INV687489,2024-08-24,CUST0676,Canada,P1002,Bluetooth Speaker,1,32.94,32.94
INV391975,2024-07-11,CUST0327,Usa,P1013,Sticky Notes Pack,2,4.35,8.7
INV386574,2024-10-15,CUST0176,Usa,P1004,Desk Lamp,1,22.15,22.15
INV214792,2023-06-15,CUST0320,Canada,P1008,Water Bottle,5,11.54,57.7
INV597415,2024-03-24,CUST0011,Usa,P1008,Water Bottle,4,11.61,46.44
INV202562,2024-11-05,CUST0482,India,P1005,Office Chair,3,89.23,267.69
INV729447,2024-12-06,CUST0234,Australia,P1006,Coffee Mug,5,8.29,41.45
INV883309,2024-11-06,CUST0563,India,P1005,Office Chair,3,85.72,257.16
INV776801,2023-08-18,CUST0367,Usa,P1007,Yoga Mat,5,19.07,95.35
INV689675,2024-01-07,CUST0386,India,P1006,Coffee Mug,5,8.17,40.85
INV290770,2023-05-16,CUST0694,Germany,P1012,Gaming Headset,1,56.81,56.81
INV893743,2023-08-02,CUST0113,Germany,P1003,Notebook Set,1,6.82,6.82
INV981232,2023-01-01,CUST0755,Uk,P1003,Notebook Set,2,6.46,12.92
INV587956,2024-10-17,CUST0692,Canada,P1015,Winter Jacket,3,122.6,367.8
INV774008,2023-12-09,CUST0648,Usa,P1004,Desk Lamp,5,21.44,107.2
INV383869,2024-06-03,CUST0252,Australia,P1005,Office Chair,5,88.49,442.45
INV881680,2024-12-01,CUST0482,India,P1004,Desk Lamp,3,22.52,67.56
INV762623,2024-06-10,CUST0268,Australia,P1001,Wireless Mouse,2,15.44,30.88
INV364697,2024-01-28,CUST0096,Uk,P1002,Bluetooth Speaker,3,35.49,106.47
INV657476,2024-11-10,CUST0273,India,P1010,Phone Case,2,10.02,20.04
INV895127,2024-11-27,CUST0414,Australia,P1013,Sticky Notes Pack,3,4.08,12.24
INV369605,2023-10-11,CUST0286,Australia,P1014,Running Shoes,3,67.48,202.44
INV457755,2023-10-11,CUST0466,Uk,P1009,Backpack,5,43.95,219.75
INV596921,2023-01-01,CUST0115,Usa,P1012,Gaming Headset,5,53.59,267.95
INV261945,2024-08-27,CUST0655,Uk,P1003,Notebook Set,4,6.53,26.12
INV793433,2024-12-03,CUST0631,France,P1009,Backpack,5,43.52,217.6
INV650406,2024-11-22,CUST0098,Australia,P1009,Backpack,1,46.93,46.93
INV455201,2024-11-04,CUST0055,Brazil,P1006,Coffee Mug,2,7.84,15.68
INV275672,2023-12-26,CUST0076,India,P1015,Winter Jacket,1,124.71,124.71
INV568398,2024-08-06,CUST0658,Germany,P1001,Wireless Mouse,2,16.77,33.54
INV582299,2024-09-23,CUST0137,France,P1008,Water Bottle,3,11.01,33.03
INV871305,2023-01-01,CUST0548,Brazil,P1015,Winter Jacket,4,124.09,496.36
INV628600,2024-06-16,CUST0406,France,P1003,Notebook Set,2,6.53,13.06
INV943790,2023-01-01,CUST0103,India,P1009,Backpack,2,43.47,86.94
INV329206,2024-09-15,CUST0703,Canada,P1006,Coffee Mug,5,8.17,40.85
INV805934,2024-07-21,CUST0599,Usa,P1005,Office Chair,4,93.82,375.28
INV875493,2024-10-25,CUST0439,France,P1003,Notebook Set,1,6.53,6.53
INV161164,2023-06-10,CUST0482,India,P1005,Office Chair,3,85.6,256.8
INV148276,2024-03-24,CUST0715,France,P1011,Table Lamp,4,26.35,105.4
INV902228,2024-09-14,CUST0546,Australia,P1012,Gaming Headset,3,53.65,160.95
INV416618,2024-03-24,CUST0207,Usa,P1012,Gaming Headset,3,54.76,164.28
INV363581,2024-09-02,CUST0410,France,P1011,Table Lamp,1,27.38,27.38
INV192285,2024-04-26,CUST0605,France,P1007,Yoga Mat,5,20.02,100.1
INV753784,2024-06-11,CUST0782,Australia,P1012,Gaming Headset,3,55.98,167.94
INV217969,2024-09-14,CUST0389,Uk,P1011,Table Lamp,1,26.89,26.89
INV903227,2023-08-22,CUST0453,Uk,P1008,Water Bottle,1,11.37,11.37
INV402439,2024-08-04,CUST0345,France,P1001,Wireless Mouse,4,15.48,61.92
INV261781,2024-10-31,CUST0124,Australia,P1014,Running Shoes,5,63.82,319.1
INV916984,2024-09-30,CUST0097,Brazil,P1009,Backpack,1,47.22,47.22
INV277268,2024-12-21,CUST0011,Usa,P1010,Phone Case,2,10.1,20.2
INV631423,2023-01-01,CUST0761,Brazil,P1015,Winter Jacket,2,123.92,247.84
INV895925,2023-12-22,CUST0044,France,P1015,Winter Jacket,3,120.6,361.8
INV587187,2024-09-26,CUST0331,Uk,P1015,Winter Jacket,2,121.6,243.2
INV959850,2024-09-16,CUST0369,Uk,P1009,Backpack,1,47.16,47.16
INV849598,2024-07-17,CUST0212,India,P1005,Office Chair,2,88.76,177.52
INV881038,2023-09-13,CUST0751,Canada,P1007,Yoga Mat,1,19.92,19.92
INV461534,2023-01-01,CUST0688,Usa,P1012,Gaming Headset,3,57.72,173.16
INV301044,2024-08-05,CUST0784,France,P1001,Wireless Mouse,4,15.93,63.72
INV233942,2024-10-09,CUST0358,Germany,P1008,Water Bottle,3,11.29,33.87
INV827948,2024-05-29,CUST0099,Brazil,P1004,Desk Lamp,5,22.44,112.2
INV682842,2023-01-01,CUST0454,Canada,P1005,Office Chair,5,92.99,464.95
INV457795,2024-05-10,CUST0281,Canada,P1006,Coffee Mug,5,8.54,42.7
INV394966,2023-10-22,CUST0426,India,P1011,Table Lamp,4,27.06,108.24
INV905190,2024-08-29,CUST0686,Canada,P1010,Phone Case,3,9.53,28.59
INV520131,2024-12-28,CUST0654,Usa,P1007,Yoga Mat,4,20.36,81.44
INV464705,2023-11-30,CUST0743,Germany,P1011,Table Lamp,2,26.64,53.28
INV811876,2024-10-08,CUST0218,Australia,P1014,Running Shoes,3,64.14,192.42
INV960919,2024-09-01,CUST0732,Germany,P1007,Yoga Mat,1,19.57,19.57
INV522659,2024-10-01,CUST0460,Uk,P1013,Sticky Notes Pack,1,4.45,4.45
INV711939,2024-11-28,CUST0126,Brazil,P1003,Notebook Set,2,6.75,13.5
INV358919,2023-04-14,CUST0137,France,P1002,Bluetooth Speaker,3,34.32,102.96
INV248016,2024-11-02,CUST0325,India,P1009,Backpack,1,44.91,44.91
INV824356,2024-09-26,CUST0215,Brazil,P1015,Winter Jacket,3,117.59,352.77
INV972887,2023-01-01,CUST0661,India,P1006,Coffee Mug,1,8.59,8.59
INV216090,2023-11-03,CUST0006,France,P1007,Yoga Mat,1,20.96,20.96
INV766322,2024-03-13,CUST0736,Uk,P1005,Office Chair,4,89.78,359.12
INV588472,2024-11-27,CUST0713,India,P1013,Sticky Notes Pack,2,4.39,8.78
INV889766,2024-02-07,CUST0077,France,P1012,Gaming Headset,5,57.03,285.15
INV610905,2024-07-27,CUST0440,Brazil,P1014,Running Shoes,4,66.49,265.96
INV794926,2024-12-11,CUST0222,Uk,P1008,Water Bottle,1,11.55,11.55
INV497352,2024-12-26,CUST0238,Germany,P1008,Water Bottle,1,12.02,12.02
INV733500,2024-02-06,CUST0750,Australia,P1011,Table Lamp,1,28.55,28.55
INV618394,2024-04-12,CUST0623,India,P1005,Office Chair,5,93.28,466.4
INV227338,2024-11-28,CUST0210,Usa,P1006,Coffee Mug,2,8.1,16.2
INV941114,2024-11-17,CUST0789,Uk,P1009,Backpack,3,45.36,136.08
INV515146,2024-12-16,CUST0240,France,P1009,Backpack,4,44.82,179.28
INV387793,2023-01-01,CUST0413,Germany,P1005,Office Chair,1,89.31,89.31
INV275451,2024-03-02,CUST0430,Australia,P1012,Gaming Headset,4,57.58,230.32
INV714432,2024-10-22,CUST0572,Germany,P1013,Sticky Notes Pack,3,4.44,13.32
INV842764,2024-10-26,CUST0299,Germany,P1007,Yoga Mat,5,19.07,95.35
INV897499,2024-08-23,CUST0534,Uk,P1006,Coffee Mug,3,8.23,24.69
INV312963,2023-11-05,CUST0472,Brazil,P1003,Notebook Set,2,6.56,13.12
INV784272,2024-07-23,CUST0461,India,P1015,Winter Jacket,3,120.17,360.51
INV425988,2023-09-22,CUST0495,Canada,P1014,Running Shoes,4,66.78,267.12
INV307975,2024-10-13,CUST0647,Germany,P1007,Yoga Mat,2,20.62,41.24
INV582131,2024-12-20,CUST0678,Germany,P1009,Backpack,3,45.87,137.61
INV960017,2023-04-30,CUST0136,Canada,P1007,Yoga Mat,5,20.48,102.4
INV600265,2024-09-18,CUST0611,India,P1002,Bluetooth Speaker,4,35.84,143.36
INV996212,2023-01-01,CUST0755,Uk,P1009,Backpack,5,42.76,213.8
INV943512,2024-08-29,CUST0142,Germany,P1006,Coffee Mug,2,7.91,15.82
INV752947,2023-09-20,CUST0098,Australia,P1006,Coffee Mug,5,8.17,40.85
INV101638,2024-03-05,CUST0442,Usa,P1002,Bluetooth Speaker,2,35.27,70.54
INV438060,2024-06-18,CUST0112,Germany,P1010,Phone Case,2,9.59,19.18
INV412046,2023-02-12,CUST0414,Australia,P1008,Water Bottle,3,11.67,35.01
INV184959,2024-05-17,CUST0298,Canada,P1015,Winter Jacket,4,119.97,479.88
INV774384,2023-08-30,CUST0286,Australia,P1011,Table Lamp,5,28.33,141.65
INV389501,2024-03-14,CUST0130,Germany,P1015,Winter Jacket,4,121.62,486.48
INV939756,2024-08-22,CUST0339,Brazil,P1002,Bluetooth Speaker,2,35.13,70.26
INV710836,2024-08-08,CUST0092,Australia,P1007,Yoga Mat,1,20.94,20.94
INV199707,2023-11-03,CUST0527,Uk,P1001,Wireless Mouse,3,15.86,47.58
INV278196,2024-10-09,CUST0310,Usa,P1006,Coffee Mug,4,8.3,33.2
INV157150,2023-11-05,CUST0273,India,P1012,Gaming Headset,4,53.31,213.24
INV552790,2023-10-29,CUST0324,Canada,P1006,Coffee Mug,2,8.16,16.32
INV709288,2024-12-05,CUST0590,Brazil,P1003,Notebook Set,5,6.95,34.75
INV365591,2024-03-04,CUST0546,Australia,P1006,Coffee Mug,4,8.12,32.48
INV545368,2024-04-19,CUST0086,France,P1014,Running Shoes,1,66.69,66.69
INV562121,2023-08-12,CUST0155,India,P1002,Bluetooth Speaker,5,34.55,172.75
INV735418,2024-11-26,CUST0057,Canada,P1007,Yoga Mat,1,20.42,20.42
INV203520,2024-12-16,CUST0240,France,P1014,Running Shoes,4,67.94,271.76
INV851450,2024-04-18,CUST0250,Uk,P1015,Winter Jacket,3,125.22,375.66
INV387108,2023-02-28,CUST0685,Germany,P1012,Gaming Headset,3,53.85,161.55
INV698967,2023-09-18,CUST0119,Usa,P1006,Coffee Mug,4,8.37,33.48
INV381529,2024-04-11,CUST0755,Uk,P1014,Running Shoes,2,63.35,126.7
INV218539,2024-04-13,CUST0731,India,P1003,Notebook Set,2,6.95,13.9
INV706355,2024-08-31,CUST0087,Australia,P1003,Notebook Set,2,6.99,13.98
INV590007,2023-09-16,CUST0702,India,P1004,Desk Lamp,2,23.03,46.06
INV155876,2023-01-01,CUST0493,Canada,P1015,Winter Jacket,3,125.11,375.33
INV216052,2023-03-12,CUST0657,Uk,P1008,Water Bottle,2,11.36,22.72
INV333312,2023-01-01,CUST0064,Brazil,P1005,Office Chair,5,89.02,445.1
INV600512,2024-06-17,CUST0371,Australia,P1014,Running Shoes,2,66.17,132.34
INV704156,2023-09-11,CUST0351,Australia,P1008,Water Bottle,3,11.71,35.13
INV362803,2024-06-04,CUST0262,Germany,P1001,Wireless Mouse,2,16.51,33.02
INV804398,2024-05-13,CUST0454,Canada,P1003,Notebook Set,2,6.74,13.48
INV928376,2024-09-21,CUST0107,France,P1011,Table Lamp,5,27.5,137.5
INV863667,2024-10-28,CUST0196,Uk,P1001,Wireless Mouse,1,16.11,16.11
INV319459,2024-07-24,CUST0579,Brazil,P1006,Coffee Mug,4,8.03,32.12
INV516990,2023-09-13,CUST0543,India,P1001,Wireless Mouse,1,15.72,15.72
INV860312,2023-01-01,CUST0622,France,P1006,Coffee Mug,2,7.88,15.76
INV225188,2023-09-18,CUST0506,Canada,P1004,Desk Lamp,4,22.67,90.68
INV552807,2024-12-22,CUST0467,India,P1012,Gaming Headset,2,52.34,104.68
INV532834,2024-06-18,CUST0740,Brazil,P1010,Phone Case,3,9.94,29.82
INV103677,2024-10-07,CUST0599,Usa,P1001,Wireless Mouse,3,15.58,46.74
INV779119,2024-11-14,CUST0206,France,P1010,Phone Case,1,10.38,10.38
INV657744,2024-10-22,CUST0574,India,P1014,Running Shoes,5,67.73,338.65
INV372275,2024-12-25,CUST0760,France,P1003,Notebook Set,1,7.0,7.0
INV188246,2024-09-08,CUST0608,Canada,P1004,Desk Lamp,4,23.03,92.12
INV342426,2024-05-03,CUST0357,Canada,P1002,Bluetooth Speaker,4,35.94,143.76
INV888481,2024-12-04,CUST0471,Brazil,P1004,Desk Lamp,5,22.66,113.3
INV729861,2023-01-01,CUST0652,Uk,P1001,Wireless Mouse,2,16.04,32.08
INV953846,2024-12-19,CUST0584,Uk,P1007,Yoga Mat,1,20.41,20.41
INV378749,2024-11-06,CUST0771,Brazil,P1001,Wireless Mouse,3,16.15,48.45
INV232783,2023-02-11,CUST0330,Germany,P1011,Table Lamp,5,27.06,135.3
INV888778,2023-10-17,CUST0242,Australia,P1001,Wireless Mouse,2,15.83,31.66
INV204196,2024-02-04,CUST0350,France,P1002,Bluetooth Speaker,3,33.79,101.37
INV923497,2024-12-02,CUST0798,Germany,P1011,Table Lamp,2,27.57,55.14
INV441972,2024-12-08,CUST0310,Usa,P1014,Running Shoes,2,67.2,134.4
